Player,Year,Pos,Age,G,MP,PTS,TRB,AST
Austin Daye,2015,SF,26,34,10.1,3.8,2.2,0.5
DeMarre Carroll,2015,SF,28,70,31.3,12.6,5.3,1.7
Dennis SchrÃ¶der,2015,PG,21,77,19.7,10.0,2.1,4.1
Elton Brand,2015,C,35,36,13.5,2.7,2.8,0.6
Jeff Teague,2015,PG,26,73,30.5,15.9,2.5,7.0
John Jenkins,2015,SG,23,24,12.4,5.6,1.6,0.5
Kent Bazemore,2015,SG,25,75,17.7,5.2,3.0,1.0
Kyle Korver,2015,SG,33,75,32.2,12.1,4.1,2.6
Mike Muscala,2015,PF,23,40,12.6,4.9,3.0,0.6
Mike Scott,2015,PF,26,68,16.5,7.8,2.9,1.1
Paul Millsap,2015,PF,29,73,32.7,16.7,7.8,3.1
Pero AntiÄ‡,2015,C,32,63,16.5,5.7,3.0,0.8
Shelvin Mack,2015,PG,24,55,15.1,5.4,1.4,2.8
Thabo Sefolosha,2015,SF,30,52,18.8,5.3,4.3,1.4
Al Horford,2016,C,29,82,32.1,15.2,7.3,3.2
Dennis SchrÃ¶der,2016,PG,22,80,20.3,11.0,2.6,4.4
Edy Tavares,2016,C,23,11,6.6,2.3,1.9,0.3
Jeff Teague,2016,PG,27,79,28.5,15.7,2.7,5.9
Kent Bazemore,2016,SF,26,75,27.8,11.6,5.1,2.3
Kirk Hinrich,2016,PG,35,46,13.7,3.0,1.5,1.6
Kris Humphries,2016,PF,30,53,15.8,6.5,4.1,0.7
Kyle Korver,2016,SG,34,80,30.0,9.2,3.3,2.1
Lamar Patterson,2016,SG,24,35,11.3,2.4,1.4,1.1
Mike Muscala,2016,C,24,60,9.4,3.3,2.0,0.6
Mike Scott,2016,PF,27,75,15.3,6.2,2.7,1.0
Paul Millsap,2016,PF,30,81,32.7,17.1,9.0,3.3
Thabo Sefolosha,2016,SF,31,75,23.4,6.4,4.5,1.4
Tiago Splitter,2016,C,31,36,16.1,5.6,3.3,0.8
Tim Hardaway Jr.,2016,SG,23,51,16.9,6.4,1.7,1.0
Al Horford,2017,C,30,68,32.3,14.0,6.8,5.0
Amir Johnson,2017,PF,29,80,20.1,6.5,4.6,1.8
Avery Bradley,2017,SG,26,55,33.4,16.3,6.1,2.2
Demetrius Jackson,2017,PG,22,5,3.4,2.0,0.8,0.6
Gerald Green,2017,SF,31,47,11.4,5.6,1.8,0.7
Isaiah Thomas,2017,PG,27,76,33.8,28.9,2.7,5.9
Jae Crowder,2017,SF,26,72,32.4,13.9,5.8,2.2
James Young,2017,SG,21,29,7.6,2.3,0.9,0.1
Jaylen Brown,2017,SF,20,78,17.2,6.6,2.8,0.8
Jonas Jerebko,2017,PF,29,78,15.8,3.8,3.5,0.9
Jordan Mickey,2017,PF,22,25,5.6,1.5,1.4,0.3
Kelly Olynyk,2017,C,25,75,20.5,9.0,4.8,2.0
Marcus Smart,2017,SG,22,79,30.4,10.6,3.9,4.6
Terry Rozier,2017,PG,22,74,17.1,5.5,3.1,1.8
Tyler Zeller,2017,C,27,51,10.3,3.5,2.4,0.8
Al Horford,2019,C,32,68,29.0,13.6,6.7,4.2
Aron Baynes,2019,C,32,51,16.1,5.6,4.7,1.1
Brad Wanamaker,2019,PG,29,36,9.5,3.9,1.1,1.6
Daniel Theis,2019,C,26,66,13.8,5.7,3.4,1.0
Gordon Hayward,2019,PF,28,72,25.9,11.5,4.5,3.4
Guerschon Yabusele,2019,PF,23,41,6.1,2.3,1.3,0.4
Jaylen Brown,2019,SG,22,74,25.9,13.0,4.2,1.4
Jayson Tatum,2019,SF,20,79,31.1,15.7,6.0,2.1
Kyrie Irving,2019,PG,26,67,33.0,23.8,5.0,6.9
Marcus Morris,2019,PF,29,75,27.9,13.9,6.1,1.5
Marcus Smart,2019,SG,24,80,27.5,8.9,2.9,4.0
PJ Dozier,2019,SG,22,6,8.5,3.2,2.8,0.8
R.J. Hunter,2019,SG,25,1,26.0,17.0,3.0,3.0
Robert Williams,2019,C,21,32,8.8,2.5,2.5,0.2
Semi Ojeleye,2019,PF,24,56,10.6,3.3,1.5,0.4
Terry Rozier,2019,PG,24,79,22.7,9.0,3.9,2.9
Al Horford,2020,C,33,67,30.2,11.9,6.8,4.0
Alec Burks,2020,SF-SG,28,66,26.6,15.0,4.3,2.9
Ben Simmons,2020,PG,23,57,35.4,16.4,7.8,8.0
Furkan Korkmaz,2020,SG,22,72,21.7,9.8,2.3,1.1
Glenn Robinson III,2020,SF,26,62,28.8,11.7,4.4,1.5
Joel Embiid,2020,C,25,51,29.5,23.0,11.6,3.0
Josh Richardson,2020,SG,26,55,30.8,13.7,3.2,2.9
Kyle O'Quinn,2020,C,29,29,10.8,3.5,4.0,1.8
Marial Shayok,2020,SG,24,4,7.0,2.8,1.8,0.3
Matisse Thybulle,2020,SG,22,65,19.8,4.7,1.6,1.2
Mike Scott,2020,PF,31,68,17.8,6.0,3.6,0.8
Norvel Pelle,2020,C,26,24,9.7,2.4,3.0,0.3
Raul Neto,2020,PG,27,54,12.4,5.1,1.1,1.8
Shake Milton,2020,SG,23,40,20.1,9.4,2.2,2.6
Tobias Harris,2020,PF,27,72,34.3,19.6,6.9,3.2
Zhaire Smith,2020,SF,20,7,4.6,1.1,0.3,0.3
Al Horford,2021,C,34,28,27.9,14.2,6.7,3.4
Aleksej Pokusevski,2021,PF,19,45,24.2,8.2,4.7,2.2
Charlie Brown Jr.,2021,SG,23,9,16.9,4.4,1.9,1.0
Darius Bazley,2021,PF,20,55,31.2,13.7,7.2,1.8
Darius Miller,2021,SF,30,18,10.9,4.1,1.3,1.2
Gabriel Deck,2021,PF,25,10,21.2,8.4,4.0,2.4
Isaiah Roby,2021,PF,22,61,23.4,8.7,5.6,1.8
Jaylen Hoard,2021,SF,21,19,16.8,6.1,3.4,1.3
Josh Hall,2021,SF,20,21,16.0,4.1,2.8,1.3
Justin Robinson,2021,PG,23,9,9.8,2.3,0.8,1.0
Kenrich Williams,2021,PF,26,66,21.6,8.0,4.1,2.3
Luguentz Dort,2021,SG,21,52,29.7,14.0,3.6,1.7
Mike Muscala,2021,C,29,35,18.4,9.7,3.8,0.8
Moses Brown,2021,C,21,43,21.4,8.6,8.9,0.2
Shai Gilgeous-Alexander,2021,SG,22,35,33.7,23.7,4.7,5.9
Svi Mykhailiuk,2021,SF,23,66,20.1,8.5,2.5,1.7
ThÃ©o Maledon,2021,PG,19,65,27.4,10.1,3.2,3.5
Tony Bradley,2021,C,23,42,16.3,7.1,5.7,0.9
Ty Jerome,2021,SG,23,33,23.9,10.7,2.8,3.6
Al Jefferson,2005,PF,20,71,14.8,6.7,4.4,0.3
Antoine Walker,2005,PF,28,77,38.4,19.1,9.0,3.4
Delonte West,2005,SG,21,39,13.0,4.5,1.7,1.4
Gary Payton,2005,PG,36,77,33.0,11.3,3.1,6.1
Justin Reed,2005,SF,23,23,5.3,1.8,0.7,0.4
Kendrick Perkins,2005,C,20,60,9.1,2.5,2.9,0.4
Marcus Banks,2005,PG,23,81,14.1,4.6,1.6,1.9
Mark Blount,2005,C,29,82,26.0,9.4,4.8,1.6
Paul Pierce,2005,SF,27,82,36.1,21.6,6.6,4.2
Raef LaFrentz,2005,PF,28,80,27.5,11.1,6.9,1.2
Ricky Davis,2005,SG,25,82,32.9,16.0,3.0,3.0
Tony Allen,2005,SG,23,77,16.4,6.4,2.9,0.8
Al Jefferson,2006,PF,21,59,18.0,7.9,5.1,0.5
Brian Scalabrine,2006,PF,27,71,13.2,2.9,1.6,0.7
Dan Dickau,2006,PG,27,19,12.3,3.3,0.8,2.1
Delonte West,2006,PG,22,71,34.1,11.8,4.1,4.6
Dwayne Jones,2006,PF,22,14,6.2,1.0,2.2,0.1
Gerald Green,2006,SG,20,32,11.7,5.2,1.3,0.6
Kendrick Perkins,2006,C,21,68,19.6,5.2,5.9,1.0
Michael Olowokandi,2006,C,30,48,19.1,5.0,4.6,0.5
Orien Greene,2006,PG,23,80,15.4,3.2,1.8,1.6
Paul Pierce,2006,SF,28,79,39.0,26.8,6.7,4.7
Raef LaFrentz,2006,PF,29,82,24.8,7.8,5.0,1.4
Ryan Gomes,2006,PF,23,61,22.6,7.6,4.9,1.0
Tony Allen,2006,PG,24,51,19.2,7.2,2.2,1.3
Wally Szczerbiak,2006,SF,28,72,37.9,19.0,4.3,3.0
Al Jefferson,2007,C,22,69,33.6,16.0,11.0,1.3
Allan Ray,2007,SG,22,47,15.1,6.2,1.5,0.9
Brian Scalabrine,2007,PF,28,54,19.0,4.0,1.9,1.1
Delonte West,2007,SG,23,69,32.2,12.2,3.0,4.4
Gerald Green,2007,SF,21,81,22.0,10.4,2.6,1.0
Kendrick Perkins,2007,C,22,72,21.9,4.5,5.2,1.3
Kevinn Pinkney,2007,PF,23,6,16.7,5.2,2.5,0.8
Leon Powe,2007,C,23,63,11.4,4.2,3.4,0.2
Michael Olowokandi,2007,C,31,24,9.8,1.7,2.0,0.2
Paul Pierce,2007,SG,29,47,37.0,25.0,5.9,4.1
Rajon Rondo,2007,PG,20,78,23.5,6.4,3.7,3.8
Ryan Gomes,2007,PF,24,73,31.2,12.1,5.6,1.6
Sebastian Telfair,2007,PG,21,78,20.2,6.1,1.4,2.8
Theo Ratliff,2007,C,33,2,22.0,2.5,3.5,0.0
Tony Allen,2007,SG,25,33,24.4,11.5,3.8,1.7
Wally Szczerbiak,2007,SF,29,32,28.1,15.0,3.1,1.7
Al Jefferson,2008,C,23,82,35.6,21.0,11.1,1.4
Antoine Walker,2008,PF,31,46,19.4,8.0,3.7,1.0
Chris Richard,2008,C,23,52,10.7,1.9,2.6,0.3
Corey Brewer,2008,SF,21,79,22.8,5.8,3.7,1.4
Craig Smith,2008,PF,24,77,20.1,9.4,4.6,0.8
Greg Buckner,2008,SG,31,31,16.8,4.0,2.1,1.3
Kirk Snyder,2008,SF-PF,24,36,21.1,7.3,3.5,1.8
Mark Madsen,2008,PF,32,20,7.6,0.5,1.9,0.2
Marko JariÄ‡,2008,SG,29,75,29.2,8.3,3.0,4.1
Michael Doleac,2008,C,30,24,10.7,2.4,2.0,0.3
Randy Foye,2008,PG,24,39,32.3,13.1,3.3,4.2
Rashad McCants,2008,SG,23,75,26.9,14.9,2.7,2.2
Ryan Gomes,2008,PF,25,82,29.7,12.6,5.8,1.8
Sebastian Telfair,2008,PG,22,60,32.2,9.3,2.3,5.9
Al Jefferson,2009,C,24,50,36.7,23.1,11.0,1.6
Bobby Brown,2009,SG-PG,24,68,13.7,5.3,0.8,1.7
Brian Cardinal,2009,PF,31,64,14.2,3.0,2.2,1.2
Corey Brewer,2009,SF,22,15,20.5,6.2,3.3,1.7
Craig Smith,2009,PF,25,74,19.7,10.1,3.8,1.1
Jason Collins,2009,C,30,31,13.6,1.8,2.3,0.4
Kevin Love,2009,C,20,81,25.3,11.1,9.1,1.0
Kevin Ollie,2009,PG,36,50,17.0,4.0,1.5,2.3
Mark Madsen,2009,C,33,19,6.1,0.3,0.9,0.2
Mike Miller,2009,SF,28,73,32.3,9.9,6.6,4.5
Randy Foye,2009,SG,25,70,35.6,16.3,3.1,4.3
Rodney Carney,2009,SG,24,67,17.9,7.2,1.9,0.4
Ryan Gomes,2009,SF,26,82,31.9,13.3,4.8,1.6
Sebastian Telfair,2009,PG,23,75,27.9,9.8,1.7,4.6
Shelden Williams,2009,PF,25,45,11.4,4.1,3.4,0.3
Al Jefferson,2010,C,25,76,32.4,17.1,9.3,1.8
Alando Tucker,2010,SF,25,15,6.4,3.4,0.7,0.3
Brian Cardinal,2010,PF,32,29,9.2,1.7,1.0,0.8
Corey Brewer,2010,SG,23,82,30.3,13.0,3.4,2.4
Damien Wilkins,2010,SF,30,80,19.8,5.6,3.1,1.7
Darko MiliÄiÄ‡,2010,C,24,32,21.4,6.7,4.7,1.5
Jonny Flynn,2010,PG,20,81,28.9,13.5,2.4,4.4
Kevin Love,2010,PF,21,60,28.6,14.0,11.0,2.3
Nathan Jawai,2010,C,23,39,10.6,3.2,2.7,0.6
Oleksiy Pecherov,2010,C,24,44,10.2,4.5,2.8,0.3
Ramon Sessions,2010,PG,23,82,21.1,8.2,2.6,3.1
Ryan Gomes,2010,SF,27,76,29.1,10.9,4.6,1.6
Ryan Hollins,2010,C,25,73,16.8,6.1,2.8,0.7
Sasha PavloviÄ‡,2010,SF,26,71,12.4,3.7,1.6,0.8
Wayne Ellington,2010,SG,22,76,18.2,6.6,2.1,1.0
Al Jefferson,2011,C,26,82,35.9,18.6,9.7,1.8
Andrei Kirilenko,2011,SF,29,64,31.2,11.7,5.1,3.0
C.J. Miles,2011,SF,23,78,25.2,12.8,3.3,1.7
Derrick Favors,2011,PF,19,78,19.7,6.8,5.3,0.5
Devin Harris,2011,PG,27,71,31.7,15.2,2.4,7.1
Earl Watson,2011,PG,31,80,19.6,4.3,2.3,3.5
Francisco Elson,2011,C,34,62,9.8,2.2,1.9,0.5
Gordon Hayward,2011,SF,20,72,16.9,5.4,1.9,1.1
Jeremy Evans,2011,SF,23,49,9.4,3.6,2.0,0.5
Kyle Weaver,2011,SG,24,5,13.8,5.6,2.0,1.4
Kyrylo Fesenko,2011,C,24,53,8.6,2.0,2.0,0.3
Marcus Cousin,2011,C,24,4,4.5,1.0,0.8,0.0
Mehmet Okur,2011,C,31,13,12.9,4.9,2.3,1.5
Paul Millsap,2011,PF,25,76,34.3,17.3,7.6,2.5
Raja Bell,2011,SG,34,68,30.8,8.0,2.6,1.7
Ronnie Price,2011,SG,27,59,12.2,3.3,1.0,0.9
Al Jefferson,2012,C,27,61,34.0,19.2,9.6,2.2
Alec Burks,2012,SG,20,59,15.9,7.2,2.2,0.9
Blake Ahearn,2012,PG,27,4,7.5,2.5,0.5,0.3
C.J. Miles,2012,SG,24,56,20.4,9.1,2.1,1.2
DeMarre Carroll,2012,SF-PF,25,24,14.5,4.5,2.2,0.8
Derrick Favors,2012,PF,20,65,21.2,8.8,6.5,0.7
Devin Harris,2012,PG,28,63,27.6,11.3,1.8,5.0
Earl Watson,2012,PG,32,50,20.7,3.0,2.4,4.3
Enes Freedom,2012,C,19,66,13.2,4.6,4.2,0.1
Gordon Hayward,2012,SF,21,66,30.5,11.8,3.5,3.1
Jamaal Tinsley,2012,PG,33,37,13.7,3.7,1.2,3.3
Jeremy Evans,2012,SF,24,29,7.5,2.1,1.7,0.4
Josh Howard,2012,SF,31,43,23.0,8.7,3.7,1.2
Paul Millsap,2012,PF,26,64,32.8,16.6,8.8,2.3
Raja Bell,2012,SG,35,34,23.4,6.4,1.4,1.1
Al Jefferson,2013,C,28,78,33.1,17.8,9.2,2.1
Alec Burks,2013,SG,21,64,17.8,7.0,2.3,1.4
DeMarre Carroll,2013,SF,26,66,16.8,6.0,2.8,0.9
Derrick Favors,2013,PF,21,77,23.2,9.4,7.1,1.0
Earl Watson,2013,PG,33,48,17.3,2.0,1.8,4.0
Enes Freedom,2013,C,20,70,15.4,7.2,4.3,0.4
Gordon Hayward,2013,SF,22,72,29.2,14.1,3.1,3.0
Jamaal Tinsley,2013,PG,34,66,18.5,3.5,1.7,4.4
Jeremy Evans,2013,PF,25,37,5.8,2.0,1.6,0.3
Kevin Murphy,2013,SG,22,17,3.1,0.9,0.2,0.1
Marvin Williams,2013,SF,26,73,23.7,7.2,3.6,1.1
Mo Williams,2013,PG,30,46,30.8,12.9,2.4,6.2
Paul Millsap,2013,PF,27,78,30.4,14.6,7.1,2.6
Randy Foye,2013,SG,29,82,27.4,10.8,1.5,2.0
Al Jefferson,2014,C,29,73,35.0,21.8,10.8,2.1
Anthony Tolliver,2014,PF,28,64,20.3,6.1,2.6,0.7
Ben Gordon,2014,SG,30,19,14.7,5.2,1.4,1.1
Bismack Biyombo,2014,C,21,77,13.9,2.9,4.8,0.1
Chris Douglas-Roberts,2014,SF,27,49,20.7,6.9,2.4,1.0
Cody Zeller,2014,C,21,82,17.3,6.0,4.3,1.1
D.J. White,2014,PF,27,2,5.0,0.0,1.0,0.0
Gary Neal,2014,SG,29,52,21.4,10.5,1.7,1.6
Gerald Henderson,2014,SG,26,77,32.0,14.0,4.0,2.6
Jannero Pargo,2014,PG,34,29,8.3,4.7,0.7,1.8
Jeff Taylor,2014,SF,24,26,24.2,8.0,2.3,0.8
Josh McRoberts,2014,PF,26,78,30.3,8.5,4.8,4.3
Kemba Walker,2014,PG,23,73,35.8,17.7,4.2,6.1
Luke Ridnour,2014,PG,32,61,18.7,5.0,1.6,2.9
Michael Kidd-Gilchrist,2014,SF,20,62,24.2,7.2,5.2,0.8
Al Jefferson,2015,C,30,65,30.6,16.6,8.4,1.7
Bismack Biyombo,2015,C,22,64,19.4,4.8,6.4,0.3
Brian Roberts,2015,PG,29,72,18.5,6.7,1.5,2.3
Cody Zeller,2015,C,22,62,24.0,7.6,5.8,1.6
Gerald Henderson,2015,SG,27,80,28.9,12.1,3.4,2.6
Jannero Pargo,2015,PG,35,9,8.1,4.6,0.3,0.9
Jason Maxiell,2015,PF,31,61,14.4,3.3,3.3,0.3
Jeff Taylor,2015,SF,25,29,14.8,4.4,1.8,0.8
Kemba Walker,2015,PG,24,62,34.2,17.3,3.5,5.1
Lance Stephenson,2015,SG,24,61,25.8,8.2,4.5,3.9
Marvin Williams,2015,PF,28,78,26.1,7.4,4.9,1.3
Michael Kidd-Gilchrist,2015,SF,21,55,28.9,10.9,7.6,1.4
Mo Williams,2015,PG,32,68,29.1,14.2,2.6,6.2
Noah Vonleh,2015,PF,19,25,10.4,3.3,3.4,0.2
P.J. Hairston,2015,SG,22,45,15.3,5.6,2.0,0.5
Troy Daniels,2015,SG,23,47,8.4,3.7,0.7,0.5
Al Jefferson,2018,C,33,36,13.4,7.0,4.0,0.8
Alex Poythress,2018,PF,24,25,4.2,1.0,0.7,0.1
Ben Moore,2018,PF,22,2,4.5,0.0,0.5,0.5
Bojan BogdanoviÄ‡,2018,SF,28,80,30.8,14.3,3.4,1.5
Cory Joseph,2018,PG,26,82,27.0,7.9,3.2,3.2
Damien Wilkins,2018,SF,38,19,8.0,1.7,0.8,0.5
Darren Collison,2018,PG,30,69,29.2,12.4,2.6,5.3
Domantas Sabonis,2018,C,21,74,24.5,11.6,7.7,2.0
Edmond Sumner,2018,PG,22,1,2.0,2.0,1.0,0.0
Glenn Robinson III,2018,SF,24,23,14.7,4.1,1.6,0.7
Ike Anigbogu,2018,C,19,11,2.7,1.2,0.8,0.0
Joe Young,2018,PG,25,53,10.5,3.9,1.2,0.7
Lance Stephenson,2018,SG,27,82,22.6,9.2,5.2,2.9
Myles Turner,2018,C,21,65,28.2,12.7,6.4,1.3
T.J. Leaf,2018,PF,20,53,8.7,2.9,1.5,0.2
Thaddeus Young,2018,PF,29,81,32.2,11.8,6.3,1.9
Trevor Booker,2018,PF,30,68,17.0,6.3,4.7,1.2
Trey McKinney-Jones,2018,SG,27,1,1.0,0.0,0.0,0.0
Victor Oladipo,2018,SG,25,75,34.0,23.1,5.2,4.3
Al Thornton,2009,SF,25,71,37.4,16.8,5.2,1.5
Alex Acker,2009,SG,26,25,8.0,2.9,1.0,0.5
Baron Davis,2009,PG,29,65,34.6,14.9,3.7,7.7
Brian Skinner,2009,PF,32,51,16.5,4.2,4.0,0.5
Chris Kaman,2009,C,26,31,29.7,12.0,8.0,1.5
Cuttino Mobley,2009,SG,33,11,33.2,13.7,2.6,1.1
DeAndre Jordan,2009,C,20,53,14.5,4.3,4.5,0.2
Eric Gordon,2009,SG,20,78,34.3,16.1,2.6,2.8
Fred Jones,2009,SF,29,52,28.8,7.3,2.4,3.6
Marcus Camby,2009,C,34,62,31.0,10.3,11.1,2.0
Mardy Collins,2009,PG-SG,24,48,18.5,5.2,2.2,2.3
Mike Taylor,2009,PG,23,51,15.1,5.7,1.7,2.1
Paul Davis,2009,PF,24,27,11.9,4.0,2.5,0.4
Ricky Davis,2009,SG,29,36,21.8,6.4,1.7,2.3
Steve Novak,2009,PF,25,71,16.4,6.9,1.8,0.6
Zach Randolph,2009,PF-C,27,50,35.1,20.8,10.1,2.1
Al Thornton,2010,SF,26,75,27.7,10.7,3.9,1.2
Alonzo Gee,2010,SG,22,11,16.5,7.4,3.0,0.6
Andray Blatche,2010,PF,23,81,27.9,14.1,6.3,2.1
Cartier Martin,2010,SF,25,18,21.7,7.8,3.8,0.9
Cedric Jackson,2010,PG,23,12,6.2,1.7,0.7,1.2
Earl Boykins,2010,PG,33,67,16.7,6.6,1.1,2.6
Fabricio Oberto,2010,C,34,57,11.4,1.5,1.8,0.9
Gilbert Arenas,2010,PG,28,32,36.5,22.6,4.2,7.2
JaVale McGee,2010,C,22,60,16.1,6.4,4.1,0.2
James Singleton,2010,PF-SF,28,57,17.1,4.5,4.8,0.5
Josh Howard,2010,SF,29,35,26.2,12.7,3.6,1.4
Mike Harris,2010,PF,26,13,7.4,2.2,1.8,0.2
Mike James,2010,PG,34,4,11.5,4.5,0.8,1.3
Mike Miller,2010,SG,29,54,33.4,10.9,6.2,3.9
Nick Young,2010,SG,24,74,19.2,8.6,1.4,0.6
Paul Davis,2010,PF,25,2,4.0,2.5,0.0,1.5
Quinton Ross,2010,SF-SG,28,52,10.8,1.8,0.9,0.2
Randy Foye,2010,PG,26,70,23.8,10.1,1.9,3.3
Shaun Livingston,2010,PG,24,36,22.1,6.9,2.2,3.6
Al-Farouq Aminu,2011,SF,20,81,17.9,5.6,3.3,0.7
Blake Griffin,2011,PF,21,82,38.0,22.5,12.1,3.8
Brian Cook,2011,PF,30,40,11.2,4.8,2.4,0.4
Chris Kaman,2011,C,28,32,26.2,12.4,7.0,1.4
Craig Smith,2011,PF,27,48,12.2,5.4,2.4,0.6
DeAndre Jordan,2011,C,22,80,25.6,7.1,7.2,0.5
Eric Bledsoe,2011,PG,21,81,22.7,6.7,2.8,3.6
Eric Gordon,2011,SG,22,56,37.7,22.3,2.9,4.4
Ike Diogu,2011,PF,27,36,13.1,5.8,3.2,0.1
Jamario Moon,2011,SF,30,59,17.7,4.3,2.8,0.9
Mo Williams,2011,PG,28,58,30.8,14.0,2.6,6.6
Randy Foye,2011,SG,27,63,24.6,9.8,1.6,2.7
Ryan Gomes,2011,SF,28,76,27.6,7.2,3.3,1.6
Willie Warren,2011,PG,21,19,7.1,1.9,0.6,1.4
Al-Farouq Aminu,2012,SF,21,66,22.4,6.0,4.7,1.0
Carl Landry,2012,PF,28,41,24.4,12.5,5.2,0.9
Carldell Johnson,2012,PG,29,15,7.9,1.8,0.6,1.5
Chris Johnson,2012,C,26,27,6.5,2.0,1.5,0.1
Chris Kaman,2012,C,29,47,29.2,13.1,7.7,2.1
DaJuan Summers,2012,SF,24,15,13.9,4.5,1.5,0.7
Darryl Watkins,2012,C,27,5,19.6,4.6,5.4,0.6
Emeka Okafor,2012,C,29,27,28.9,9.9,7.9,0.9
Eric Gordon,2012,SG,23,9,34.4,20.6,2.8,3.4
Greivis VÃ¡squez,2012,PG,25,66,25.8,8.9,2.6,5.4
Gustavo AyÃ³n,2012,PF,26,54,20.1,5.9,4.9,1.4
Jarrett Jack,2012,PG,28,45,34.0,15.6,3.9,6.3
Jason Smith,2012,PF,25,40,23.7,9.9,4.9,0.9
Jeff Foote,2012,C,24,4,9.8,1.0,1.5,0.0
Jerome Dyson,2012,PG,24,9,20.0,7.4,2.1,2.0
Lance Thomas,2012,PF,23,42,15.0,4.0,3.0,0.3
Marco Belinelli,2012,SG,25,66,29.8,11.8,2.6,1.5
Solomon Jones,2012,C-PF,27,21,13.9,3.2,2.8,0.4
Trevor Ariza,2012,SF,26,41,32.9,10.8,5.2,3.3
Trey Johnson,2012,SG,27,11,5.5,1.9,1.1,0.4
Xavier Henry,2012,SG,20,45,16.9,5.3,2.4,0.8
Al-Farouq Aminu,2013,SF,22,76,27.2,7.3,7.7,1.4
Anthony Davis,2013,PF,19,64,28.8,13.5,8.2,1.0
Austin Rivers,2013,SG,20,61,23.2,6.2,1.8,2.1
Brian Roberts,2013,PG,27,78,17.0,7.1,1.2,2.8
Darius Miller,2013,SF,22,52,13.3,2.3,1.5,0.8
Donald Sloan,2013,SG-PG,25,23,11.4,3.5,1.2,1.7
Eric Gordon,2013,SG,24,42,30.1,17.0,1.8,3.3
Greivis VÃ¡squez,2013,PG,26,78,34.4,13.9,4.3,9.0
Henry Sims,2013,C,22,2,2.5,2.0,1.0,0.0
Jason Smith,2013,C,26,51,17.2,8.2,3.6,0.7
Lance Thomas,2013,SF,24,59,10.9,2.5,1.9,0.3
Lou Amundson,2013,PF,30,39,9.5,1.9,2.7,0.3
Robin Lopez,2013,C,24,82,26.0,11.3,5.6,0.8
Roger Mason,2013,SG,32,69,17.7,5.3,1.9,1.1
Ryan Anderson,2013,PF,24,81,30.9,16.2,6.4,1.2
Terrel Harris,2013,SG,25,20,6.9,0.8,1.3,0.5
Xavier Henry,2013,SF,21,50,12.5,3.9,1.8,0.3
Al-Farouq Aminu,2014,SF,23,80,25.6,7.2,6.2,1.4
Alexis AjinÃ§a,2014,C,25,56,17.0,5.9,4.9,0.7
Anthony Davis,2014,PF,20,67,35.2,20.8,10.0,1.6
Anthony Morrow,2014,SG,28,76,18.8,8.4,1.8,0.8
Austin Rivers,2014,PG,21,69,19.4,7.7,1.9,2.3
Brian Roberts,2014,PG,28,72,23.2,9.4,1.9,3.3
Darius Miller,2014,SF,23,45,16.1,4.4,1.2,1.0
Eric Gordon,2014,SG,25,64,32.1,15.4,2.6,3.3
Greg Stiemsma,2014,C,28,55,18.3,2.9,4.1,0.7
James Southerland,2014,SF,23,4,7.5,3.5,2.0,0.0
Jason Smith,2014,PF,27,31,26.8,9.7,5.8,0.9
Jeff Withey,2014,C,23,58,11.8,3.3,2.6,0.4
Josh Childress,2014,SF,30,4,6.0,0.0,0.8,0.5
Jrue Holiday,2014,PG,23,34,33.6,14.3,4.2,7.9
Lance Thomas,2014,SF,25,5,8.4,1.2,1.4,0.6
Luke Babbitt,2014,PF,24,27,17.5,6.3,3.3,1.1
Melvin Ely,2014,C,35,2,13.5,3.0,0.5,0.0
Ryan Anderson,2014,PF,25,22,36.1,19.8,6.5,0.8
Tyreke Evans,2014,SF,24,72,28.2,14.5,4.7,5.0
Al-Farouq Aminu,2015,SF,24,74,18.5,5.6,4.6,0.8
Amar'e Stoudemire,2015,PF,32,59,21.1,11.5,5.6,0.8
Bernard James,2015,C,29,16,9.9,2.8,2.4,0.3
Chandler Parsons,2015,SF,26,66,33.1,15.7,4.9,2.4
Charlie Villanueva,2015,PF,30,64,10.6,6.3,2.3,0.3
Devin Harris,2015,PG,31,76,22.2,8.8,1.8,3.1
Dirk Nowitzki,2015,PF,36,77,29.6,17.3,5.9,1.9
Dwight Powell,2015,PF,23,29,8.1,3.1,1.7,0.3
Greg Smith,2015,PF,24,42,8.6,1.9,1.9,0.2
J.J. Barea,2015,PG,30,77,17.7,7.5,1.7,3.4
Monta Ellis,2015,SG,29,80,33.7,18.9,2.4,4.1
Rajon Rondo,2015,PG,28,68,29.7,8.9,5.5,7.9
Raymond Felton,2015,PG,30,29,9.7,3.7,0.9,1.4
Richard Jefferson,2015,SF,34,74,16.8,5.8,2.5,0.8
Tyson Chandler,2015,C,32,75,30.5,10.3,11.5,1.1
Al-Farouq Aminu,2016,SF,25,82,28.5,10.2,6.1,1.7
Allen Crabbe,2016,SG,23,81,26.0,10.3,2.7,1.2
Brian Roberts,2016,PG,30,51,9.2,4.0,0.8,1.1
CJ McCollum,2016,SG,24,80,34.8,20.8,3.2,4.3
Chris Kaman,2016,C,33,16,7.0,2.8,1.5,0.7
Cliff Alexander,2016,PF,20,8,4.5,1.3,0.8,0.0
Damian Lillard,2016,PG,25,75,35.7,25.1,4.0,6.8
Ed Davis,2016,PF,26,81,20.8,6.5,7.4,1.1
